# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.160834359936416149e-04 2.149671763181686401e-01 1.982036828994750977e-01 1.037730932235717773e+00 4.160834359936416149e-04 2.149671763181686401e-01 1.982036828994750977e-01 1.037730932235717773e+00
1.000000000000000000e+03 5.733716534450650215e-06 8.748943400860298425e-07 2.066805973299778998e-05 3.446081245783716440e-05 5.733716534450650215e-06 8.748943400860298425e-07 2.066805973299778998e-05 3.446081245783716440e-05
2.000000000000000000e+03 3.326573505546548404e-06 4.153998247602430638e-07 1.088910175894852728e-05 1.665794661676045507e-05 3.326573505546548404e-06 4.153998247602430638e-07 1.088910175894852728e-05 1.665794661676045507e-05
3.000000000000000000e+03 1.899826543194649275e-06 2.972057302486064145e-07 6.158928044897038490e-06 1.099897144740680233e-05 1.899826543194649275e-06 2.972057302486064145e-07 6.158928044897038490e-06 1.099897144740680233e-05
4.000000000000000000e+03 1.004849423225095961e-06 1.228021756105590612e-05 1.131997942138696089e-05 8.396315024583600461e-06 1.004849423225095961e-06 1.228021756105590612e-05 1.131997942138696089e-05 8.396315024583600461e-06
5.000000000000000000e+03 5.264336095933686011e-07 3.369367505001719110e-07 2.279408590766252019e-06 6.308067895588465035e-06 5.264336095933686011e-07 3.369367505001719110e-07 2.279408590766252019e-06 6.308067895588465035e-06
6.000000000000000000e+03 2.865166095489257714e-07 2.235027523056487553e-07 1.951927970367250964e-06 5.268416316539514810e-06 2.865166095489257714e-07 2.235027523056487553e-07 1.951927970367250964e-06 5.268416316539514810e-06
7.000000000000000000e+03 1.799387092660253984e-07 2.316529617019114085e-07 1.797870027075987309e-06 4.825990345125319436e-06 1.799387092660253984e-07 2.316529617019114085e-07 1.797870027075987309e-06 4.825990345125319436e-06
8.000000000000000000e+03 1.506738698253684561e-07 1.945328585861716419e-05 1.682949368841946125e-05 5.054486609878949821e-05 1.506738698253684561e-07 1.945328585861716419e-05 1.682949368841946125e-05 5.054486609878949821e-05
9.000000000000000000e+03 1.376007361386655248e-07 3.079817645357252331e-07 1.648817942623281851e-06 3.995786755695007741e-06 1.376007361386655248e-07 3.079817645357252331e-07 1.648817942623281851e-06 3.995786755695007741e-06
1.000000000000000000e+04 9.956958280099570402e-08 3.464888891357986722e-07 1.062449655364616774e-06 4.396048893795523327e-07 9.956958280099570402e-08 3.464888891357986722e-07 1.062449655364616774e-06 4.396048893795523327e-07
1.100000000000000000e+04 8.800915196616188041e-08 1.063949002855224535e-05 8.580420399084687233e-06 7.583054866699967533e-06 8.800915196616188041e-08 1.063949002855224535e-05 8.580420399084687233e-06 7.583054866699967533e-06
1.200000000000000000e+04 6.579786315796809504e-08 1.385794462294143159e-06 1.071232759386475664e-06 4.853820882999571040e-07 6.579786315796809504e-08 1.385794462294143159e-06 1.071232759386475664e-06 4.853820882999571040e-07
1.300000000000000000e+04 6.037581812279313453e-08 5.202326747166807763e-07 8.162306812664610334e-07 1.954016255467649898e-07 6.037581812279313453e-08 5.202326747166807763e-07 8.162306812664610334e-07 1.954016255467649898e-07
1.400000000000000000e+04 5.933954483339221042e-08 8.729696673981379718e-06 6.584497896255925298e-06 7.902587526587012690e-07 5.933954483339221042e-08 8.729696673981379718e-06 6.584497896255925298e-06 7.902587526587012690e-07
1.500000000000000000e+04 5.028593008660209307e-08 6.077275429561268538e-07 7.671919775020796806e-07 1.502141202536222409e-07 5.028593008660209307e-08 6.077275429561268538e-07 7.671919775020796806e-07 1.502141202536222409e-07
1.600000000000000000e+04 4.612436299566979869e-08 9.642791383157600649e-07 9.289490208175266162e-07 2.768933882180135697e-06 4.612436299566979869e-08 9.642791383157600649e-07 9.289490208175266162e-07 2.768933882180135697e-06
1.700000000000000000e+04 3.823071281772172370e-08 6.090933766245143488e-07 1.198389554701861925e-06 2.877434326364891604e-06 3.823071281772172370e-08 6.090933766245143488e-07 1.198389554701861925e-06 2.877434326364891604e-06
1.800000000000000000e+04 3.605828879926775699e-08 4.513680380568985129e-07 8.170014780262135901e-07 3.904990819592057960e-08 3.605828879926775699e-08 4.513680380568985129e-07 8.170014780262135901e-07 3.904990819592057960e-08
1.900000000000000000e+04 3.334628217999124900e-08 9.730501915328204632e-06 1.252841593668563291e-05 3.621366317929641809e-07 3.334628217999124900e-08 9.730501915328204632e-06 1.252841593668563291e-05 3.621366317929641809e-07
2.000000000000000000e+04 3.191965447513211984e-08 4.589233810747828102e-07 7.829760306776734069e-07 3.098462286743597360e-08 3.191965447513211984e-08 4.589233810747828102e-07 7.829760306776734069e-07 3.098462286743597360e-08
2.100000000000000000e+04 3.103613011035122327e-08 3.337543432735401439e-07 1.308022888224513736e-06 4.369082162725135277e-08 3.103613011035122327e-08 3.337543432735401439e-07 1.308022888224513736e-06 4.369082162725135277e-08
2.200000000000000000e+04 3.189511943446632358e-08 1.659199028836155776e-06 1.515940084573230706e-06 4.916052489534195047e-07 3.189511943446632358e-08 1.659199028836155776e-06 1.515940084573230706e-06 4.916052489534195047e-07
2.300000000000000000e+04 2.669439602698275849e-08 4.688489809723250801e-07 7.497752676499658264e-07 6.634716953612951329e-08 2.669439602698275849e-08 4.688489809723250801e-07 7.497752676499658264e-07 6.634716953612951329e-08
2.400000000000000000e+04 2.576933688658300525e-08 3.394806071810307913e-07 1.300988287766813301e-06 1.476866628991047037e-07 2.576933688658300525e-08 3.394806071810307913e-07 1.300988287766813301e-06 1.476866628991047037e-07
2.500000000000000000e+04 2.570066826024230977e-08 5.119568413647357374e-07 7.343470542764407583e-07 2.918400099360951572e-08 2.570066826024230977e-08 5.119568413647357374e-07 7.343470542764407583e-07 2.918400099360951572e-08
