# step, loss_train, loss_test, metrics_test
2.600000000000000000e+04 2.724386938268708036e-08 6.035451747266051825e-07 1.050830519488954451e-06 9.208316669173655100e-07 2.724386938268708036e-08 6.035451747266051825e-07 1.050830519488954451e-06 9.208316669173655100e-07
2.700000000000000000e+04 2.574764401686024939e-08 5.159199645277112722e-07 7.163706641222233884e-07 3.474972487538252608e-08 2.574764401686024939e-08 5.159199645277112722e-07 7.163706641222233884e-07 3.474972487538252608e-08
2.800000000000000000e+04 2.597790604852434626e-08 3.486848356715199770e-07 1.500418420619098470e-06 1.475895032854168676e-07 2.597790604852434626e-08 3.486848356715199770e-07 1.500418420619098470e-06 1.475895032854168676e-07
2.900000000000000000e+04 2.429910672674395755e-08 3.028423407158697955e-06 2.379475972702493891e-06 2.116682793484869762e-07 2.429910672674395755e-08 3.028423407158697955e-06 2.379475972702493891e-06 2.116682793484869762e-07
3.000000000000000000e+04 3.037598617083858699e-08 6.037128059688257053e-06 3.197265414200956002e-06 2.077069666484021582e-06 3.037598617083858699e-08 6.037128059688257053e-06 3.197265414200956002e-06 2.077069666484021582e-06
3.100000000000000000e+04 2.414617483736947179e-08 7.055946866785234306e-07 6.740112894476624206e-07 1.939964420216711005e-07 2.414617483736947179e-08 7.055946866785234306e-07 6.740112894476624206e-07 1.939964420216711005e-07
3.200000000000000000e+04 2.371139906642838469e-08 2.155001084247487597e-06 1.370591689919820055e-06 2.977648421165213222e-07 2.371139906642838469e-08 2.155001084247487597e-06 1.370591689919820055e-06 2.977648421165213222e-07
3.300000000000000000e+04 2.413318433980293776e-08 4.816915861738380045e-06 6.872857284179190174e-06 7.269317165992106311e-07 2.413318433980293776e-08 4.816915861738380045e-06 6.872857284179190174e-06 7.269317165992106311e-07
3.400000000000000000e+04 2.131002219130095909e-08 1.401923327648546547e-06 1.618731175767607056e-06 2.929034508269978687e-06 2.131002219130095909e-08 1.401923327648546547e-06 1.618731175767607056e-06 2.929034508269978687e-06
3.500000000000000000e+04 2.346303418221395987e-08 1.725213792269641999e-06 3.444235517235938460e-06 1.081273097724988475e-07 2.346303418221395987e-08 1.725213792269641999e-06 3.444235517235938460e-06 1.081273097724988475e-07
3.600000000000000000e+04 2.194762238616476679e-08 1.128545591200236231e-06 8.712275416655756999e-07 5.517795642617784324e-08 2.194762238616476679e-08 1.128545591200236231e-06 8.712275416655756999e-07 5.517795642617784324e-08
3.700000000000000000e+04 2.136488674864267523e-08 1.911999788717366755e-06 2.128600044670747593e-06 2.310271298711086274e-07 2.136488674864267523e-08 1.911999788717366755e-06 2.128600044670747593e-06 2.310271298711086274e-07
3.800000000000000000e+04 2.553726830001323833e-08 9.092382242670282722e-06 7.183311026892624795e-06 7.004086910455953330e-07 2.553726830001323833e-08 9.092382242670282722e-06 7.183311026892624795e-06 7.004086910455953330e-07
3.900000000000000000e+04 2.450753733285182534e-08 1.027316920954035595e-05 1.476481065765256062e-05 1.636401407267840113e-06 2.450753733285182534e-08 1.027316920954035595e-05 1.476481065765256062e-05 1.636401407267840113e-06
4.000000000000000000e+04 2.275247723559914448e-08 9.435345305064402055e-07 1.093294258680543862e-06 4.802821536031842697e-07 2.275247723559914448e-08 9.435345305064402055e-07 1.093294258680543862e-06 4.802821536031842697e-07
4.100000000000000000e+04 2.649873565019333910e-08 1.801324174266483169e-06 4.403163529786979780e-06 8.546753633709158748e-07 2.649873565019333910e-08 1.801324174266483169e-06 4.403163529786979780e-06 8.546753633709158748e-07
4.200000000000000000e+04 2.172989788107315690e-08 3.822252381269208854e-07 8.745508921492728405e-07 2.115394011070748093e-07 2.172989788107315690e-08 3.822252381269208854e-07 8.745508921492728405e-07 2.115394011070748093e-07
4.300000000000000000e+04 2.242224184101360152e-08 1.112638301492552273e-06 1.313891857535054442e-06 1.827371676199618378e-07 2.242224184101360152e-08 1.112638301492552273e-06 1.313891857535054442e-06 1.827371676199618378e-07
4.400000000000000000e+04 2.212166805293236393e-08 5.847152237947739195e-07 8.534605058230226859e-07 4.392261843122469145e-08 2.212166805293236393e-08 5.847152237947739195e-07 8.534605058230226859e-07 4.392261843122469145e-08
4.500000000000000000e+04 2.275240795768240787e-08 5.256920303509104997e-07 1.144787120210821740e-06 4.290090203085128451e-07 2.275240795768240787e-08 5.256920303509104997e-07 1.144787120210821740e-06 4.290090203085128451e-07
4.600000000000000000e+04 2.841929180874558369e-08 3.016971049873973243e-06 5.634920853481162339e-06 2.289942813149536960e-07 2.841929180874558369e-08 3.016971049873973243e-06 5.634920853481162339e-06 2.289942813149536960e-07
4.700000000000000000e+04 2.510428309676626668e-08 3.900082447216846049e-06 2.826330046445946209e-06 2.654299748883204302e-07 2.510428309676626668e-08 3.900082447216846049e-06 2.826330046445946209e-06 2.654299748883204302e-07
4.800000000000000000e+04 2.352223660295749141e-08 5.470685664477059618e-07 7.735339977443800308e-07 2.515866697194724111e-07 2.352223660295749141e-08 5.470685664477059618e-07 7.735339977443800308e-07 2.515866697194724111e-07
4.900000000000000000e+04 2.206827964812418941e-08 5.557633926400740165e-07 1.713826350169256330e-06 1.615265858845305047e-07 2.206827964812418941e-08 5.557633926400740165e-07 1.713826350169256330e-06 1.615265858845305047e-07
5.000000000000000000e+04 2.236741281080867338e-08 3.484718433810485294e-07 8.491037988278549165e-07 1.624318315407435875e-07 2.236741281080867338e-08 3.484718433810485294e-07 8.491037988278549165e-07 1.624318315407435875e-07
5.100000000000000000e+04 2.265948317869970197e-08 1.309410322392068338e-07 7.822375209798337892e-07 9.692971048025356140e-08 2.265948317869970197e-08 1.309410322392068338e-07 7.822375209798337892e-07 9.692971048025356140e-08
5.200000000000000000e+04 2.563340295580474049e-08 1.399481561747961678e-07 8.625868304079631343e-07 3.879952146235154942e-06 2.563340295580474049e-08 1.399481561747961678e-07 8.625868304079631343e-07 3.879952146235154942e-06
5.300000000000000000e+04 2.476869020995309256e-08 1.303868657487328164e-07 8.088576919362822082e-07 7.822377767752186628e-08 2.476869020995309256e-08 1.303868657487328164e-07 8.088576919362822082e-07 7.822377767752186628e-08
5.400000000000000000e+04 2.753116135068012227e-08 5.321350272424751893e-06 4.254574378137476742e-06 3.708849817485315725e-06 2.753116135068012227e-08 5.321350272424751893e-06 4.254574378137476742e-06 3.708849817485315725e-06
5.500000000000000000e+04 2.489622374923783354e-08 1.874302455462384387e-07 6.107742365202284418e-07 1.594712841779255541e-07 2.489622374923783354e-08 1.874302455462384387e-07 6.107742365202284418e-07 1.594712841779255541e-07
5.600000000000000000e+04 2.610493332610985817e-08 3.916755304089747369e-06 3.777243136937613599e-06 3.900696015080029611e-07 2.610493332610985817e-08 3.916755304089747369e-06 3.777243136937613599e-06 3.900696015080029611e-07
5.700000000000000000e+04 2.467096571479032718e-08 4.986308681509399321e-07 1.057914687407901511e-06 7.802100299159064889e-07 2.467096571479032718e-08 4.986308681509399321e-07 1.057914687407901511e-06 7.802100299159064889e-07
5.800000000000000000e+04 2.450616065630129015e-08 1.153988193891564151e-07 5.518479042621038388e-07 7.347894381837249966e-08 2.450616065630129015e-08 1.153988193891564151e-07 5.518479042621038388e-07 7.347894381837249966e-08
5.900000000000000000e+04 2.688230438252503518e-08 4.240620000928174704e-06 6.057804966985713691e-06 7.151555223572358955e-07 2.688230438252503518e-08 4.240620000928174704e-06 6.057804966985713691e-06 7.151555223572358955e-07
6.000000000000000000e+04 2.585132818921920261e-08 4.101862316474580439e-07 6.308980573521694168e-07 3.864330437863827683e-07 2.585132818921920261e-08 4.101862316474580439e-07 6.308980573521694168e-07 3.864330437863827683e-07
