# x
-5.000000000000000000e+02 7.500000000000000000e+01
5.000000000000000000e+02 7.500000000000000000e+01
-1.000976562500000000e-01 7.509999847412109375e+01
1.000061035156250000e-01 7.490000152587890625e+01
2.501500244140625000e+02 7.490000152587890625e+01
-2.501500244140625000e+02 7.509999847412109375e+01
2.499499511718750000e+02 7.509999847412109375e+01
-2.499499969482421875e+02 7.490000152587890625e+01
-1.249249877929687500e+02 7.490000152587890625e+01
1.249249267578125000e+02 7.509999847412109375e+01
-3.751750488281250000e+02 7.509999847412109375e+01
3.751749877929687500e+02 7.490000152587890625e+01
1.251250000000000000e+02 7.490000152587890625e+01
-1.251251220703125000e+02 7.509999847412109375e+01
3.749749755859375000e+02 7.509999847412109375e+01
-3.749750061035156250e+02 7.490000152587890625e+01
-3.124624938964843750e+02 7.490000152587890625e+01
3.124624023437500000e+02 7.509999847412109375e+01
-1.876375732421875000e+02 7.509999847412109375e+01
1.876375122070312500e+02 7.490000152587890625e+01
4.376875000000000000e+02 7.490000152587890625e+01
-4.376876220703125000e+02 7.509999847412109375e+01
6.241247558593750000e+01 7.509999847412109375e+01
-6.241250610351562500e+01 7.490000152587890625e+01
-1.874375000000000000e+02 7.490000152587890625e+01
1.874373779296875000e+02 7.509999847412109375e+01
-3.126625976562500000e+02 7.509999847412109375e+01
3.126625366210937500e+02 7.490000152587890625e+01
6.261248779296875000e+01 7.490000152587890625e+01
-6.261254882812500000e+01 7.509999847412109375e+01
4.374874267578125000e+02 7.509999847412109375e+01
-4.374874877929687500e+02 7.490000152587890625e+01
5.859375000000000000e+00 7.509960937500000000e+01
1.953125000000000000e+00 7.490039062500000000e+01
2.529296875000000000e+02 7.490019989013671875e+01
2.568359375000000000e+02 7.509941101074218750e+01
-2.451171875000000000e+02 7.509980010986328125e+01
-2.490234375000000000e+02 7.490058898925781250e+01
-5.000000000000000000e+02 7.500000000000000000e+01
-4.990224914550781250e+02 7.500000000000000000e+01
-4.980449523925781250e+02 7.500000000000000000e+01
-4.970674438476562500e+02 7.500000000000000000e+01
-4.960899353027343750e+02 7.500000000000000000e+01
-4.951124267578125000e+02 7.500000000000000000e+01
-4.941348876953125000e+02 7.500000000000000000e+01
-4.931573791503906250e+02 7.500000000000000000e+01
-4.921798706054687500e+02 7.500000000000000000e+01
-4.912023315429687500e+02 7.500000000000000000e+01
-4.902248229980468750e+02 7.500000000000000000e+01
-4.892473144531250000e+02 7.500000000000000000e+01
-4.882698059082031250e+02 7.500000000000000000e+01
-4.872922668457031250e+02 7.500000000000000000e+01
-4.863147583007812500e+02 7.500000000000000000e+01
