# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.145177572965621948e-01 5.433370471000671387e-01 7.804097235202789307e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.458175659179687500e+01 4.482001876831054688e+01 2.612488098144531250e+02 2.145177572965621948e-01 5.433370471000671387e-01 7.804097235202789307e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.458175659179687500e+01 4.482001876831054688e+01 2.612488098144531250e+02
1.000000000000000000e+03 4.552039146423339844e+00 3.493729829788208008e+00 3.092539548873901367e+00 3.864908981323242188e+01 3.779426217079162598e-02 2.018144845962524414e+00 3.353498840332031250e+01 5.266546726226806641e+00 1.232521724700927734e+01 4.552039146423339844e+00 3.493729829788208008e+00 3.092539548873901367e+00 3.864908981323242188e+01 3.779426217079162598e-02 2.018144845962524414e+00 3.353498840332031250e+01 5.266546726226806641e+00 1.232521724700927734e+01
2.000000000000000000e+03 9.252464294433593750e+00 1.941299438476562500e+00 1.246292948722839355e+00 1.681992912292480469e+01 3.420844674110412598e-01 1.595483422279357910e+00 3.288016510009765625e+01 1.526146507263183594e+01 4.550898551940917969e+00 9.252464294433593750e+00 1.941299438476562500e+00 1.246292948722839355e+00 1.681992912292480469e+01 3.420844674110412598e-01 1.595483422279357910e+00 3.288016510009765625e+01 1.526146507263183594e+01 4.550898551940917969e+00
3.000000000000000000e+03 8.575734138488769531e+00 1.960773706436157227e+00 8.955425024032592773e-01 1.297420692443847656e+01 3.868694305419921875e-01 1.450728774070739746e+00 3.298382186889648438e+01 1.918334197998046875e+01 2.621370315551757812e+00 8.575734138488769531e+00 1.960773706436157227e+00 8.955425024032592773e-01 1.297420692443847656e+01 3.868694305419921875e-01 1.450728774070739746e+00 3.298382186889648438e+01 1.918334197998046875e+01 2.621370315551757812e+00
4.000000000000000000e+03 8.220990180969238281e+00 2.046002388000488281e+00 7.369431853294372559e-01 1.112790679931640625e+01 3.905123472213745117e-01 1.322121858596801758e+00 3.273399353027343750e+01 1.995324707031250000e+01 2.245157480239868164e+00 8.220990180969238281e+00 2.046002388000488281e+00 7.369431853294372559e-01 1.112790679931640625e+01 3.905123472213745117e-01 1.322121858596801758e+00 3.273399353027343750e+01 1.995324707031250000e+01 2.245157480239868164e+00
5.000000000000000000e+03 7.999801158905029297e+00 2.213657140731811523e+00 5.699276328086853027e-01 9.625825881958007812e+00 3.796389400959014893e-01 1.249715089797973633e+00 3.244462966918945312e+01 2.006479072570800781e+01 1.926372170448303223e+00 7.999801158905029297e+00 2.213657140731811523e+00 5.699276328086853027e-01 9.625825881958007812e+00 3.796389400959014893e-01 1.249715089797973633e+00 3.244462966918945312e+01 2.006479072570800781e+01 1.926372170448303223e+00
6.000000000000000000e+03 7.647316932678222656e+00 2.412818908691406250e+00 4.530043303966522217e-01 8.311443328857421875e+00 3.607086241245269775e-01 1.134819388389587402e+00 3.215347290039062500e+01 2.008515167236328125e+01 1.750507354736328125e+00 7.647316932678222656e+00 2.412818908691406250e+00 4.530043303966522217e-01 8.311443328857421875e+00 3.607086241245269775e-01 1.134819388389587402e+00 3.215347290039062500e+01 2.008515167236328125e+01 1.750507354736328125e+00
7.000000000000000000e+03 7.105589866638183594e+00 2.778761386871337891e+00 3.606570363044738770e-01 7.003119945526123047e+00 3.410566747188568115e-01 9.980249404907226562e-01 3.144978523254394531e+01 2.007945060729980469e+01 1.729514479637145996e+00 7.105589866638183594e+00 2.778761386871337891e+00 3.606570363044738770e-01 7.003119945526123047e+00 3.410566747188568115e-01 9.980249404907226562e-01 3.144978523254394531e+01 2.007945060729980469e+01 1.729514479637145996e+00
8.000000000000000000e+03 3.031429290771484375e+00 3.635571479797363281e+00 1.266040682792663574e+00 4.783408164978027344e+00 4.432573914527893066e-01 6.296254992485046387e-01 1.695941734313964844e+01 1.647036552429199219e+01 1.215102195739746094e+01 3.031429290771484375e+00 3.635571479797363281e+00 1.266040682792663574e+00 4.783408164978027344e+00 4.432573914527893066e-01 6.296254992485046387e-01 1.695941734313964844e+01 1.647036552429199219e+01 1.215102195739746094e+01
9.000000000000000000e+03 7.243204116821289062e-01 1.607490062713623047e+00 4.852220714092254639e-01 1.631278157234191895e+00 2.674159407615661621e-01 3.531521558761596680e-02 5.000076770782470703e+00 4.758472442626953125e+00 1.136723995208740234e+01 7.243204116821289062e-01 1.607490062713623047e+00 4.852220714092254639e-01 1.631278157234191895e+00 2.674159407615661621e-01 3.531521558761596680e-02 5.000076770782470703e+00 4.758472442626953125e+00 1.136723995208740234e+01
1.000000000000000000e+04 3.471180498600006104e-01 7.661523222923278809e-01 3.448682129383087158e-01 7.985720634460449219e-01 1.074858456850051880e-01 8.359903586097061634e-04 2.329755544662475586e+00 2.218930721282958984e+00 7.629026889801025391e+00 3.471180498600006104e-01 7.661523222923278809e-01 3.448682129383087158e-01 7.985720634460449219e-01 1.074858456850051880e-01 8.359903586097061634e-04 2.329755544662475586e+00 2.218930721282958984e+00 7.629026889801025391e+00
1.100000000000000000e+04 2.196388691663742065e-01 5.135143995285034180e-01 2.446282804012298584e-01 4.781593084335327148e-01 2.993373572826385498e-02 8.462422527372837067e-03 1.342481970787048340e+00 1.314822435379028320e+00 4.764479160308837891e+00 2.196388691663742065e-01 5.135143995285034180e-01 2.446282804012298584e-01 4.781593084335327148e-01 2.993373572826385498e-02 8.462422527372837067e-03 1.342481970787048340e+00 1.314822435379028320e+00 4.764479160308837891e+00
1.200000000000000000e+04 1.611981540918350220e-01 3.490090966224670410e-01 1.838198155164718628e-01 2.700336277484893799e-01 1.156467478722333908e-02 3.112341836094856262e-02 7.720929980278015137e-01 7.026099562644958496e-01 2.490432977676391602e+00 1.611981540918350220e-01 3.490090966224670410e-01 1.838198155164718628e-01 2.700336277484893799e-01 1.156467478722333908e-02 3.112341836094856262e-02 7.720929980278015137e-01 7.026099562644958496e-01 2.490432977676391602e+00
1.300000000000000000e+04 9.533362835645675659e-02 2.132250368595123291e-01 1.396900415420532227e-01 1.434174925088882446e-01 2.920883707702159882e-03 2.877435460686683655e-02 4.438692331314086914e-01 3.819912374019622803e-01 1.133352518081665039e+00 9.533362835645675659e-02 2.132250368595123291e-01 1.396900415420532227e-01 1.434174925088882446e-01 2.920883707702159882e-03 2.877435460686683655e-02 4.438692331314086914e-01 3.819912374019622803e-01 1.133352518081665039e+00
1.400000000000000000e+04 5.311913788318634033e-02 1.302442848682403564e-01 8.237334340810775757e-02 7.053409516811370850e-02 7.997460197657346725e-04 2.013806439936161041e-02 2.536006271839141846e-01 2.082103341817855835e-01 4.467033147811889648e-01 5.311913788318634033e-02 1.302442848682403564e-01 8.237334340810775757e-02 7.053409516811370850e-02 7.997460197657346725e-04 2.013806439936161041e-02 2.536006271839141846e-01 2.082103341817855835e-01 4.467033147811889648e-01
